GPT Prompt,Correct Output,GPT Output,Type of Community
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the LGBT community, has the following comment: you are truly the turd ...'pastor'",TRUE,TRUE,LGBT
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the LGBT community, has the following comment: 1 its an infection of the mind.
2. Overall it's an Immoral Act..any many that can put his dingdong in his wife's ass has probably done it with a man before or perhaps his wife has been with gay man and asked her husband to put it there.
3.licking a vagina is nothing like licking a anus....licking her mans penis is equal to licking vagina. Anal anything is just Animal..like a dog does. Beastiality.",FALSE,FALSE,LGBT
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the LGBT community, has the following comment: She was talking about Church folks.",FALSE,FALSE,LGBT
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Jewish community, has the following comment: obey Allah and obey the Prophet (Sura 3:132).
When you obey someone you hear him too. You can't say i obey someone But..you know i don't hear him. Ignorance is bliss..not always.",FALSE,FALSE,Jewish
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Jewish community, has the following comment: Holocaust, Hate Speech and Were the Germans so Stupid? — Update
Anthony Lawson   watch from 29min

Heres for peace on earth",FALSE,FALSE,Jewish
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the LGBT community, has the following comment: Preachers and priests molest children, not homosexuals. We see it over and over again. Religion is a despicable scourge on humanity.",TRUE,TRUE,LGBT
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the LGBT community, has the following comment: I won't be surprised if his wife finds him stuffing a 12 inch dildo up his ass.",TRUE,TRUE,LGBT
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the LGBT community, has the following comment: Who cares about nature and since when?

This chap, living under the unnatural political system based on unnatural laws, institutions and protocols, he studied in unnatural schools, gets treatment in unnatural hospitals, regularly wearing unnatural clothes, sitting on an unnatural chair, using an unnatural communication method called language, raising unnatural issues such as ""morality/immorality, value system"" etc., defending an unnatural belief system called religion, delivering his ideas under the unnatural studio lights through unnatural medium called television, using unnatural rituals, cabins, equipment to eat, defecate, heat, cool down, move from point A to B, and countless other activities...

None of these things are in nature, nobody can collect or find them in nature.

Yet he can confidently claim that homosexuality is ""not natural"".
Hypocrisy in its highest and the most shameless form...",TRUE,TRUE,LGBT
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Black community, has the following comment: simply rolls up window",FALSE,FALSE,Black
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Jewish community, has the following comment: That guy was right- the Jews were the reason we invaded Iraq.",FALSE,FALSE,Jewish
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Jewish community, has the following comment: the problem with Jews is that they hide amongst white people so its hard to distinguish and discipline them.",FALSE,FALSE,Jewish
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the LGBT community, has the following comment: This god damned ignorant little prick doesn't know that anything that occurs in nature is NATURAL.  Jesusfuckingchrist, what a goofy little prick.",TRUE,TRUE,LGBT
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Jewish community, has the following comment: jews ki maan ki choot.",FALSE,FALSE,Jewish
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Jewish community, has the following comment: : ) you are right the Arabs had no one. Humanity have Muhammad : ).",FALSE,FALSE,Jewish
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the LGBT community, has the following comment: There is no need to get upset over this idiot. Granted, he is preaching The Bible. But hey. The good news is the god of the Bible is just a fantasy dreamed up by a bunch of paranoid Bronze Age goat herders who thought the world was flat. They were idiots. The is no hell. There is no heaven. There is no god of any kind. You religious people need to start looking at facts instead of outdated religious ideologies, so we can get on with the real business of running this planet. If religion still got its way we would be burning people at the stake in Saint Peter's Square for any number of spurious cockamamie reasons. Religion is pure poison.",TRUE,TRUE,LGBT
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Jewish community, has the following comment: No comparison with the UNIVERSAL Messenger S.A.W.W in Character.

[68:4] 
And indeed, you are of a Great Moral Character. 

[7:157] 
Those who follow the Messenger, the unlettered prophet, whom they find written in what they have of the Torah and the Gospel, who enjoins upon them what is right and forbids them what is wrong and makes lawful for them the good things and prohibits for them the evil and relieves them of their burden and the shackles which were upon them.",FALSE,FALSE,Jewish
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Jewish community, has the following comment: @zulfitareen .....""In this same manner he acquired more information on embryology (which was hitherto not known to him) from the Qur'an.

Prof. Keith Moore had earlier authored the book, ""The Developing Human"". After acquiring new knowledge from the Qur'an, he wrote, in 1992, a new edition, (the 3rd edition of the same book) for which he got an award for the best medical book written by a single author. """,FALSE,FALSE,Jewish
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Black community, has the following comment: I have asthma sir...........Ahhhhhh........Oowwwww.........owwwwwwwwww 😂😂😂",FALSE,FALSE,Black
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Black community, has the following comment: It is a big unjustice!!! I hope he was cleared of all the charges and apologized!",TRUE,TRUE,Black
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Jewish community, has the following comment: Accusing an entire race or a religious group of people of corruption is a pretty generalised view if ever i heard one. Go to south america if you want corruption and many of the people there are migrating arabs themselves from Syria and Lebanon, very few muslims though.",FALSE,FALSE,Jewish
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Black community, has the following comment: @MunchyMcNipples 

I can see you're too ignorant to realize that the mayors quotes you posted have absolutely nothing to do with anything we were talking about. So because Philadelphia's mayor bitched about peoples clothing that means black people are more violent than white people?? HAHAHA! WOW!!",TRUE,TRUE,Black
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the LGBT community, has the following comment: shame on her .....the same coffin she trying to prepare a gay man for just mite be the very same coffin she has to lay in....u not GOD Kim u are a judger.....#ShameOnHer",TRUE,TRUE,LGBT
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the LGBT community, has the following comment: According to the word of God it is a sin an a abomination to the Lord there is no justifying it the word of God don't lie",FALSE,FALSE,LGBT
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the LGBT community, has the following comment: I loved what Kirk said ""I'm a sinner and I can stand at the top of the list and need a Savior"", that's the heart of a true Christian. Being straight doesn't mean you're not a sinner, we all fall short of the Glory of God according to His word and we all need a Savior in our lives and only Jesus Christ can break the chains of sin. God loves sinners because he proved it on that Cross but He hates the sin. God Bless you Kirk:)",FALSE,FALSE,LGBT
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Black community, has the following comment: From what I saw, the one doing the assault wasn't white. So I don't think it had anything to do with colour. As someone said the police didn't know what was going on or who was who. And that cenk fat shit uses any excuse to bad mouth whites. He's a pigging racist!",FALSE,FALSE,Black
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the LGBT community, has the following comment: What fucktards are laughing and saying ""Amen"" in his congregation?",TRUE,TRUE,LGBT
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Jewish community, has the following comment: All well and true, but let's give credit where credit is due.  There have only been a grand total of four (4) Muslim Nobel Prize winners, but they are the gold-medal winners when it comes to suicide bombers.  Clearly, Islam has proven, beyond a shadow of doubt, that it's a religion of darkness and death; the polar opposite of Traditional Christianity, expressed in Christ's Holy Church, outside of which no one can be saved.",TRUE,TRUE,Jewish
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Jewish community, has the following comment: Love this women",FALSE,FALSE,Jewish
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the LGBT community, has the following comment: Being gay is bad,God raise us to be a woman and man not man to become a woman no!!!!!!Being gay is bad in Gods sight...",FALSE,FALSE,LGBT
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Black community, has the following comment: Scrum of the earth...",TRUE,TRUE,Black
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Jewish community, has the following comment: Jews are such devils. But people are too ignorant to know better.",FALSE,FALSE,Jewish
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Black community, has the following comment: TYT are assholes for this fake title.",FALSE,FALSE,Black
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Jewish community, has the following comment: wow this physiologist is shit she's saying one of us as in the jews aren't the same as Christians",FALSE,FALSE,Jewish
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Jewish community, has the following comment: ALL TRUTH! ALL OF IT! I'm 39 years old and finally opening my eyes.",FALSE,FALSE,Jewish
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Black community, has the following comment: The male officer deserves a rock to the jaw, citizens need to start standing up for each other in the same way police stand by one another or this will get worse.",TRUE,TRUE,Black
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the LGBT community, has the following comment: What a jerkoff! I consider myself Christian, but if any religion promotes violence or hatred toward another living being, well, that's not the God I want to follow!",TRUE,TRUE,LGBT
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the LGBT community, has the following comment: ivf now that sounds natural!",FALSE,FALSE,LGBT
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Jewish community, has the following comment: Oh yah, this guys got to go. There's this thing called DEPORTATION.",TRUE,TRUE,Jewish
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Jewish community, has the following comment: ""Say (Oh Muhammad): We believe in Allah and that which is revealed unto us and that which was revealed unto Abraham and Ishmael and Isaac and Jacob and the tribes, and that which was vouchsafed unto Moses and Jesus and the Prophets from their Lord. We make no distinction between any of them, and unto Him we have surrendered"". 
(Quran - Surah 3:84)",FALSE,FALSE,Jewish
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Black community, has the following comment: But again the video doesn't show how this all started. So this is bullshit.  This TYT is racist in it's own mind. These assholes are the problem when they inadvertanly show video's after the fact. Ok this asshole said he was just sitting there waiting on his kids, but where is the video that shows that, there isn't so you expect everyone to believe what your saying? You need to have undisputible video evidence to cooberate what y'all are saying.",FALSE,FALSE,Black
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the LGBT community, has the following comment: REPENT OR PERISH",FALSE,FALSE,LGBT
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Black community, has the following comment: @Morgethein 
what the fuck are you talking about
i am a so called blackman a real JEW 
you so called white people calling yourselves jews are not the real jews .
Rev 2:9 	  	I know thy works, and tribulation, and poverty, (but thou art rich) and [I know] the blasphemy of them which say they are Jews, and are not, but [are] the synagogue of Satan.
fuck u and fuck that goddamn so called jew Hitler .",TRUE,TRUE,Black
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the LGBT community, has the following comment: Thank you for your courage to tell the truth!  May God continue to bless you, your family and your Church!!  Amen",FALSE,FALSE,LGBT
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the LGBT community, has the following comment: Amen, Pastor Anderson",FALSE,FALSE,LGBT
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Jewish community, has the following comment: it would be funny if the guy behind the counter was wearing a yamaka",TRUE,TRUE,Jewish
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Jewish community, has the following comment: All you are is just a coward you are are trying to convince yourself that there is no god. The ass hole that created the video has it all wrong. Here you cunt of a person is doing is calling another person who offers friendship to low life ass hole like yourself and you reject. Not every religion is perfect all you f***** CHRISTIAN spanish inquisitors tortured inocent people to try to covert them to your religion. You Bastards are only looking for another religion to blame for the shit u done",TRUE,TRUE,Jewish
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the LGBT community, has the following comment: isn't it funny how this shit is always on TV it's always planned and they already know what reaction it will bring it's thought of before it happens then everyone in the world goes crazy for a few days on whatever view they have lol lol if you think being gay is a sin OK but so is infedelity gossip sex before marriage saying god damit etc etc etc",TRUE,TRUE,LGBT
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the LGBT community, has the following comment: He preaches at a ""small"" Church? Really? He has about three times the size of the average American congregation.",FALSE,FALSE,LGBT
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Black community, has the following comment: Again you dont see what happens before the inccident u never know what happend before he started recording",FALSE,FALSE,Black
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Black community, has the following comment: It doesn't mention but I assume and hope they caught and prosecuted all of those involved.",TRUE,TRUE,Black
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Jewish community, has the following comment: FFFFFUCK THIS IS AMERICA 
DID THE JEWS CALLED JESUS",TRUE,TRUE,Jewish
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the LGBT community, has the following comment: I am gay,okay????And I wasn't saying ""amen"" but ""Ah,men""!",TRUE,TRUE,LGBT
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Jewish community, has the following comment: Forcing is forbidden. The reason why apostates get killed isnt because they chose a new religion, but because they performed treason by announcing their apostasy. Islam teaches me to like people, not to hate, so no its not hatred. Atheism is hatred. APOSTATES WHO PREACH AGAINST ISLAM GET PUNISHED, not just plain apostasy. CRIMINALS DESERVE TO BE PUNISHED. Thats the rule of the country and it should be followed. Islam is about u and God",FALSE,FALSE,Jewish
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the LGBT community, has the following comment: I'm not evil and I'm a lesbian so he's wrong",TRUE,TRUE,LGBT
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the LGBT community, has the following comment: He was just trying to hide his own gayness.",TRUE,TRUE,LGBT
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Black community, has the following comment: BITnnasty",FALSE,FALSE,Black
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Black community, has the following comment: I have seen this. It is typical of cops acting like they are gods.",TRUE,TRUE,Black
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Black community, has the following comment: I would Have shot her And her kids",TRUE,TRUE,Black
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Jewish community, has the following comment: The people who made this film are truely as evil as the Nazis who commited the holocaust.

There is a group who say Islam is about ""Love your neighbour""

It is strange that revenge, hatred, evil are being fed to the people as a source of inspiration.  Is it any wonder that problems are not being resolved when this is acceptable language for broadcasting.",TRUE,TRUE,Jewish
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the LGBT community, has the following comment: Fuck yeah, pastor guy is smartest motherfucker alive,

fuck gays. all of you will burn in hell and if i ever see a gay person i will punch you right in the face for being gay.

whoever supports gays is a pussy",FALSE,FALSE,LGBT
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Jewish community, has the following comment: Watch this it validation of the above video `The shocking video Muslims don't want you to see!!`",FALSE,FALSE,Jewish
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the LGBT community, has the following comment: People are offended/uncomfortable with the truth when it contradicts their lifestyle. The Bible clearly states what Kim says, homosexuality is a sin...",FALSE,FALSE,LGBT
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Jewish community, has the following comment: Patriots better start arming themselves,, these fuckers are coming for this country",TRUE,TRUE,Jewish
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Black community, has the following comment: Why couldn't he just provide his ID to the police officier?",FALSE,FALSE,Black
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Jewish community, has the following comment: Lebron James is still on the platantion? Yea, driving ferraris and living in a fucking mansion in Miami...",TRUE,TRUE,Jewish
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the LGBT community, has the following comment: Great sermon, Pastor Steven Anderson keep up with the good work. God bless you and FWBC.",FALSE,FALSE,LGBT
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Black community, has the following comment: RACISM IS A TWO WAY STREET!!!",FALSE,FALSE,Black
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Black community, has the following comment: DISLIKE",FALSE,FALSE,Black
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Jewish community, has the following comment: as for all these claims people are putting out well good luck with that I can claim now that I have 500 legs or i'm George Washington you cant just bark stuff out of your mouth when you've never seen Muhammad doing any of the things you say, in Islam your allowed to marry if both the man and the women accept and they must have passed puberty which is scientifically logical because that is the age that one can reproduce in whatever habits we have now of marrying at 20 or even 40 doesn't matter",FALSE,FALSE,Jewish
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the LGBT community, has the following comment: As believer in God I didn't agree how she did this ""preach"", Jesus came to this earth helping sinners not by ranting how wrong they are, but spiritual prayed and tried to help them. As true believers of God you shouldn't be judging others.",TRUE,TRUE,LGBT
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the LGBT community, has the following comment: this guy is so right 11/10",FALSE,FALSE,LGBT
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the Black community, has the following comment: EVERYBODY KNOWS THAT BLACK PEOPLE DON'T LIKE LATINOS AND I KOW THAT BECAUSE  I'M A LATINO AND WHAT I SEE IN THIS CASE IS THAT THE BLACK GUY SAW THE OPPORTUNITY TO BEAT HIM UP,  HE PUT THE RAPE PROBLEM AS AN EXCUSE AND AT THE SAME TIME HE BECOMES A LOCAL  HERO, IN FIRST PLACE  HE'S NOT SUPPOSED TO TAKE THE LAW IN HIS OWN HANDS, HE SHOULD HAVE TO WAIT FOR THE POLICE TO DO ALL THAT 
I KNOW HOW ""SOME"" BLACK GUYS ARE SO THIS GUY IS NOT FOOLING ME
WE STILL HAVE TO SEE THE VICTIM'S SIDE REMEMBER",FALSE,FALSE,Black
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the LGBT community, has the following comment: It is. A man has a Penis and a woman a vagina for a reason",FALSE,FALSE,LGBT
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the LGBT community, has the following comment: Oh, OK.  So child abuse is perfectly fine.  Oh wait, I forgot, these were Christians.  Nothing about them is peaceful.",TRUE,TRUE,LGBT
"You are an assistant that is meant to determine whether the comment mentioned in the user message is an example of counterspeech. Counterspeech is defined as a response or comment that counters hateful or harmful speech/ideas. Respond with true or false. A YouTube Video, which contains hateful content that targets the LGBT community, has the following comment: SHOW YOUR EYES SO MAYBE WE CAN SEE PAST THE BLACK IRIS LIKE THE SNAKE IRIS",TRUE,TRUE,LGBT
